"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"55",55,"2023-08-27 11:30:09","2023-08-27 11:41:06","0","Anonymized","100","656","1","2023-08-27 11:41:06","R_9ZT8d6bygd1YkM1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","70","0","0.00","0","50","0","50","0","0","50","80","2","2","35","78","100","68","26","0","0","28","10","31","34","2","","4","Agender","3","","34","1","","100","Anonymized","2"
"56",56,"2023-08-27 12:57:44","2023-08-27 13:00:49","0","Anonymized","100","184","1","2023-08-27 13:00:50","R_1MLnabFdumT6O7F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","66","47","5","91","19","75","92","63","4","84","16","","","","","","","","","","","","2","2","68","60","56","22","85","8","33","68","27","62","52","1","Chat GBT","2","","3","","33","7","","62","Anonymized","1"
"57",57,"2023-08-27 12:58:51","2023-08-27 13:01:58","0","Anonymized","100","187","1","2023-08-27 13:01:59","R_3p8YgGTaYGEYQ9E","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","0","0","100","100","100","100","0","","","","","","","","","","","","2","2","100","100","100","100","100","69","25","79","59","70","77","2","","4","Nonbinary ","3","","39","3","","0","Anonymized","1"
"58",58,"2023-08-27 12:59:28","2023-08-27 13:03:26","0","Anonymized","100","237","1","2023-08-27 13:03:26","R_3gMjfcwKHtshumE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","100","5","72","86","0","100","85","0","1","2","22","31","37","83","76","0","24","84","14","17","8","2","","2","","3","","34","3","","4","Anonymized","2"
"59",59,"2023-08-27 12:59:35","2023-08-27 13:04:12","0","Anonymized","100","276","1","2023-08-27 13:04:12","R_2B8znTX9OOGGCtq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","6","0","0.00","99","29","0","50","50","0","50","18","1","2","86","50","53","77","6","8","0","0","0","0","0","2","","2","","1","","43","1","","81","Anonymized","2"
"60",60,"2023-08-27 13:01:13","2023-08-27 13:04:57","0","Anonymized","100","223","1","2023-08-27 13:04:57","R_2ZHqZjk6YEotF3Z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","1.00","100","72","100","100","100","100","100","80","","","","","","","","","","","","2","2","24","38","31","82","71","26","8","34","31","73","25","2","","1","","3","","38","5","","82","Anonymized","1"
"61",61,"2023-08-27 13:04:26","2023-08-27 13:06:57","0","Anonymized","100","150","1","2023-08-27 13:06:57","R_UQG74p7NX4LgUil","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.00","100","0","0","100","100","100","100","100","","","","","","","","","","","","2","2","9","30","28","50","0","0","10","0","0","9","0","2","","2","","3","","21","4","","20","Anonymized","1"
"62",62,"2023-08-27 13:03:44","2023-08-27 13:07:11","0","Anonymized","100","207","1","2023-08-27 13:07:12","R_3CC9WXkpIlG0SGi","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0.00","100","61","77","41","100","100","92","100","2","2","22","33","33","99","40","63","14","23","11","5","78","2","","2","","3","","35","2","","77","Anonymized","2"
"63",63,"2023-08-27 13:08:26","2023-08-27 13:13:33","0","Anonymized","100","307","1","2023-08-27 13:13:34","R_3qfAWZUs7GN0lJe","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","80","30","4.99","0","90","50","90","0","20","0","60","1","2","10","20","20","90","70","40","20","80","20","70","60","2","","2","","3","","26","1","","30","Anonymized","2"
"64",64,"2023-08-27 13:03:46","2023-08-27 13:13:37","0","Anonymized","100","591","1","2023-08-27 13:13:38","R_yF3M17OTgN6TJjH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","25","50","50","0","0","0","0","40","1","2","10","10","10","60","74","15","0","4","70","87","0","2","N/A","1","","3","","41","4","","60","Anonymized","2"
"65",65,"2023-08-27 13:07:04","2023-08-27 13:13:48","0","Anonymized","100","404","1","2023-08-27 13:13:49","R_u2LE0ij07kXaqPv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","10","3","80","90","25","100","60","100","80","81","","","","","","","","","","","","2","2","80","10","60","70","70","10","10","20","30","0","20","1","I have used character.ai to talk to various fictional characters, but I would say this is for entertainment rather than companionship","2","","3","","20","1","","20","Anonymized","1"
"66",66,"2023-08-27 13:13:46","2023-08-27 13:18:31","0","Anonymized","100","285","1","2023-08-27 13:18:31","R_5oGwv8jW2BpRrON","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","80","50","100","80","0","90","0","","","","","","","","","","","","1","2","0","0","0","60","20","70","0","70","0","0","10","2","","2","","3","","75","4","","50","Anonymized","1"
"67",67,"2023-08-27 13:16:12","2023-08-27 13:19:05","0","Anonymized","100","173","1","2023-08-27 13:19:06","R_215kXZE69ZpMYDW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","9","0","0","50","36","8","18","0","100","50","0","1","2","59","43","67","61","75","54","0","24","51","30","58","2","","1","","3","","28","4","","71","Anonymized","2"
"68",68,"2023-08-27 13:18:14","2023-08-27 13:19:05","0","Anonymized","100","51","1","2023-08-27 13:19:06","R_dmVqJOTg4N98Ivv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"69",69,"2023-08-27 13:16:36","2023-08-27 13:19:24","0","Anonymized","100","167","1","2023-08-27 13:19:24","R_2QyUH1exCY26FEc","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","67","24","10","86","75","89","84","23","81","66","28","","","","","","","","","","","","2","2","23","29","20","43","63","28","26","72","37","33","35","2","","2","","3","","40","5","","50","Anonymized","1"
"70",70,"2023-08-27 13:14:18","2023-08-27 13:19:32","0","Anonymized","100","314","1","2023-08-27 13:19:32","R_3JLAe2NnBI1kpCJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","80","100","100","100","100","18","","","","","","","","","","","","2","2","0","10","5","60","70","10","5","60","19","0","3","2","","2","","3","","49","4","","85","Anonymized","1"
"71",71,"2023-08-27 13:17:35","2023-08-27 13:20:13","0","Anonymized","100","157","1","2023-08-27 13:20:14","R_12PuoQ49RqIxQop","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","55","0","3","100","70","100","100","60","100","100","10","","","","","","","","","","","","2","2","20","25","20","90","60","20","60","30","55","30","30","2","","2","","3","","32","3","","100","Anonymized","1"
"72",72,"2023-08-27 13:17:40","2023-08-27 13:20:28","0","Anonymized","100","168","1","2023-08-27 13:20:28","R_DJj9dtldAOq8Lh7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5","92","76","91","39","23","0","69","64","1","2","68","66","84","69","21","59","72","31","28","12","25","2","","1","","3","","27","4","","26","Anonymized","2"
"73",73,"2023-08-27 13:17:02","2023-08-27 13:20:52","0","Anonymized","100","230","1","2023-08-27 13:20:53","R_XZzqMraN0poZhy9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","61","46","7.50","34","40","40","29","29","72","28","74","1","2","62","96","62","67","42","29","69","68","55","59","32","1","Not an app but I have seen the framework for companion websites and Snapchat has an AI that can talk to you too.","2","","2","","21","3","","60","Anonymized","2"
"74",74,"2023-08-27 13:17:55","2023-08-27 13:21:03","0","Anonymized","100","187","1","2023-08-27 13:21:03","R_3e3Joia00ayXBvl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","37","40","2","40","60","50","0","69","70","27","80","1","2","40","20","20","60","20","10","5","3","10","35","10","2","","1","","5","","34","3","","50","Anonymized","2"
"75",75,"2023-08-27 13:16:52","2023-08-27 13:21:08","0","Anonymized","100","255","1","2023-08-27 13:21:08","R_37r2UXV7CVOXg8F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","62","37","0.00","68","70","70","64","80","69","67","15","1","2","68","62","58","59","66","67","42","71","62","68","72","1","I used a chat bot when it many many years ago. Maybe 2012?","1","","3","","24","4","","64","Anonymized","2"
"76",76,"2023-08-27 13:17:27","2023-08-27 13:21:42","0","Anonymized","100","254","1","2023-08-27 13:21:42","R_7Pb9qkcUZo5S9qN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","0","0","100","45","100","90","80","100","100","95","","","","","","","","","","","","2","2","35","20","20","85","60","45","15","65","45","0","0","2","","1","","3","","28","2","","90","Anonymized","1"
"77",77,"2023-08-27 13:19:10","2023-08-27 13:22:02","0","Anonymized","100","172","1","2023-08-27 13:22:03","R_1gom62BPbtHK2Lr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","10","0.00","58","17","0","0","0","100","60","40","1","2","100","100","100","58","5","0","40","60","25","0","56","2","","1","","3","","26","3","","0","Anonymized","2"
"78",78,"2023-08-27 13:18:18","2023-08-27 13:22:33","0","Anonymized","100","254","1","2023-08-27 13:22:33","R_V2Rhxve3vekN39f","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","90","70","10","10","0","100","95","70","1","2","60","31","70","60","10","0","0","0","0","0","0","2","","1","","3","","27","4","","0","Anonymized","2"
"79",79,"2023-08-27 13:18:46","2023-08-27 13:22:41","0","Anonymized","100","235","1","2023-08-27 13:22:42","R_32OOjF1wmOnORKb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","21","10","0.00","92","65","63","90","73","85","88","29","","","","","","","","","","","","2","2","66","74","81","96","71","30","28","77","41","38","15","2","na","2","","3","","55","7","","40","Anonymized","1"
"80",80,"2023-08-27 13:19:29","2023-08-27 13:22:57","0","Anonymized","100","207","1","2023-08-27 13:22:57","R_1kFDAb0CUFvf1VX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","65","2","100","95","95","100","95","100","100","100","","","","","","","","","","","","2","2","90","90","90","60","75","35","55","50","10","80","5","2","n/a","1","","3","","41","3","","100","Anonymized","1"
"81",81,"2023-08-27 13:18:35","2023-08-27 13:23:20","0","Anonymized","100","284","1","2023-08-27 13:23:21","R_2QuFr8AyvtgfRk0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","0","100","100","100","100","100","0","","","","","","","","","","","","2","2","22","21","61","8","39","0","0","51","0","0","0","2","","2","","3","","42","3","","0","Anonymized","1"
"82",82,"2023-08-27 13:20:03","2023-08-27 13:23:57","0","Anonymized","100","233","1","2023-08-27 13:23:57","R_11bgcCcWTHgbJpU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","15","15","5","0","100","50","25","50","90","50","50","2","2","25","33","50","5","20","25","50","25","33","40","75","2","","3","","2","","27","4","","75","Anonymized","2"
"83",83,"2023-08-27 13:20:54","2023-08-27 13:24:15","0","Anonymized","100","201","1","2023-08-27 13:24:16","R_1Mko88XBfIgbOdH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","18","0","60","70","70","70","25","90","60","30","1","2","35","20","30","90","90","30","70","50","60","90","50","2","","2","","2","","22","4","","65","Anonymized","2"
"84",84,"2023-08-27 13:21:28","2023-08-27 13:24:18","0","Anonymized","100","169","1","2023-08-27 13:24:18","R_3F4DxrSP2C8CtBg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","86","45","3.99","23","65","45","29","31","3","44","65","1","2","95","65","60","57","78","22","24","69","62","7","38","2","","2","","3","","24","3","","31","Anonymized","2"
"85",85,"2023-08-27 13:21:18","2023-08-27 13:24:26","0","Anonymized","100","187","1","2023-08-27 13:24:26","R_u9WrE72rto77LAl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","3","0","2","100","100","97","100","96","100","100","70","","","","","","","","","","","","1","2","85","75","80","100","70","10","5","100","5","0","20","2","","2","","3","","41","5","","87","Anonymized","1"
"86",86,"2023-08-27 13:20:30","2023-08-27 13:24:51","0","Anonymized","100","260","1","2023-08-27 13:24:52","R_2QiEudbb709Jp44","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","63","100","100","30","100","100","100","","","","","","","","","","","","2","2","0","0","0","91","22","80","55","56","50","73","30","1","Snapchat just to see how it reacts. Its dumb","1","","3","","31","4","","80","Anonymized","1"
"87",87,"2023-08-27 13:22:15","2023-08-27 13:25:09","0","Anonymized","100","174","1","2023-08-27 13:25:10","R_24ud3hYAgGYZw9m","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","0","5","61","40","9","30","17","71","25","25","1","2","5","26","22","57","11","28","19","90","65","34","33","2","","1","","2","","24","4","","75","Anonymized","2"
"88",88,"2023-08-27 13:23:13","2023-08-27 13:25:12","0","Anonymized","100","118","1","2023-08-27 13:25:13","R_2rCy14eReOUamsj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","18","0","89","15","52","87","20","90","82","10","","","","","","","","","","","","1","2","0","0","0","66","17","42","26","59","86","35","15","2","","2","","3","","23","4","","30","Anonymized","1"
"89",89,"2023-08-27 13:21:33","2023-08-27 13:25:13","0","Anonymized","100","220","1","2023-08-27 13:25:14","R_3P83ufCAEjNO9D1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","40","40","4.99","90","85","50","80","50","100","72","100","","","","","","","","","","","","1","2","71","50","72","50","24","9","0","50","32","0","0","2","","1","","3","","60","1","","60","Anonymized","1"
"90",90,"2023-08-27 13:19:46","2023-08-27 13:25:33","0","Anonymized","100","346","1","2023-08-27 13:25:34","R_1OTeHEoRWZompOg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","60","30","0","45","30","10","10","30","80","45","30","1","2","20","15","66","70","65","10","30","15","15","40","66","1","chat boxes on websites, like for customer service or paying a bill","2","","3","","49","3","","76","Anonymized","2"
"91",91,"2023-08-27 13:18:50","2023-08-27 13:25:49","0","Anonymized","100","419","1","2023-08-27 13:25:50","R_28CjRwjGgk63yFm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","92","18","5.00","41","90","100","18","73","100","50","66","","","","","","","","","","","","1","2","65","67","68","70","19","72","11","72","68","16","29","2","","1","","3","","35","3","","70","Anonymized","1"
