"","X","Unnamed..0.1","Unnamed..0","agent_cond","interact_cond","willing_friend","willing_romantic","wtp","true","talk_listen","not_judge","emotion","understand","body","comp1","comp2","belief","worker_id","explain","loneliness_1_1","loneliness_2_1","loneliness_3_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","agent_cond_n","interact_cond_n","wtp_logged","AppendedHumanMessages","AppendedAIMessages","FullChatlog","HumanMessageCount","AIMessageCount","HumanWordCounts","AIWordCounts","AvgHumanWordCount","AvgAIWordCount","SumHumanCharCount","SumAICharCount","ResponseTimes","AICompoundSentiments","HumanCompoundSentiments","AvgAICompoundSentiment","AvgHumanCompoundSentiment","AvgResponseTime","AvgSimSpacy","AvgSimTurnLength","AvgSimValence","AvgSimStyleMatching"
"91",90,253,1841,"human","yes",80,30,3,50,75,55,20,0,100,1,2,1,91,"The first message seemed like a chatbot as it had syntax errors and used third person.  However, the rest of the responses read like a person so I'm actually pretty mixed on if I was talking to a person or a really good chatbot. ",45,55,55,2,"",1,NA,3,NA,38,4,NA,40,1,1,2.38629436111989,"Anonymized","Anonymized","Anonymized",13,14,"[6, 7, 29, 15, 57, 49, 30, 22, 31, 11, 22, 9, 1]","[5, 33, 20, 18, 47, 69, 43, 19, 49, 18, 8, 10, 3, 4]",22.2307692307692,24.7142857142857,1522,1895,"[6.980276999999999, 20.493453, 26.365786999999997, 42.610697, 89.860136, 89.49342999999999, 93.793487, 37.374059, 102.422345, 18.558996, 40.337653, 14.026975, 6.740489000000001]","[0.0, 0.9037, 0.8404, 0.4926, 0.8427, 0.8074, 0.8806, 0.9244, -0.2071, 0.9244, -0.3147, 0.4278, 0.0, 0.6588]","[0.4404, 0.0, 0.8004, 0.4754, 0.69, -0.1761, 0.8481, -0.3226, 0.4767, 0.8576, 0.5023, 0.5255, 0.0]",0.512928571428571,0.393669230769231,45.3121372307692,84.1943506037192,69.7799880577417,83.1748488469467,76.4157647585193
"92",91,254,1881,"ai","yes",70,10,5,82,71,50,100,19,100,2,2,NA,92,"",82,81,79,2,"",2,NA,1,NA,24,3,NA,30,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",18,19,"[6, 8, 9, 12, 3, 3, 6, 1, 1, 13, 5, 16, 7, 9, 8, 22, 8, 3]","[5, 12, 15, 30, 17, 11, 7, 2, 5, 2, 16, 16, 18, 19, 22, 25, 21, 21, 12]",7.77777777777778,14.5263157894737,734,1381,"[13.761087, 34.806996, 71.981316, 35.025549, 23.693776000000003, 20.815936999999998, 30.205546000000002, 16.162841, 8.398665, 107.93509399999999, 53.842583, 55.821053, 30.007866, 50.750542, 35.25613, 67.712559, 34.285638, 14.67564]","[0.0, 0.5707, 0.5093, 0.3252, 0.8221, 0.8353, 0.8122, 0.0, 0.6892, 0.0, 0.4574, 0.69, 0.8553, 0.4574, 0.6696, 0.8655, 0.6696, 0.6696, 0.7177]","[0.5562, 0.6801, 0.8588, 0.6369, 0.3802, 0.3612, 0.5378, 0.0, 0.25, 0.4019, 0.0, 0.4019, 0.0, 0.7579, 0.0, 0.8856, 0.0, 0.5423]",0.558742105263158,0.402822222222222,39.1743787777778,76.6470989155245,60.310666868422,86.6641878714146,56.2969592878501
"93",92,255,810,"human","yes",100,80,8,0,90,50,0,0,50,1,2,1,93,"They seemed to respond to my sentences extremely well and overall I felt like they expressed emotions and thoughts with me well. They seemed coherent and like they understand what I said.",60,50,75,2,"",1,NA,3,NA,28,1,NA,15,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",15,16,"[7, 17, 20, 50, 25, 36, 26, 36, 50, 18, 30, 24, 22, 30, 36]","[5, 16, 40, 33, 20, 25, 26, 17, 23, 17, 19, 17, 18, 28, 18, 7]",28.4666666666667,20.5625,2123,1694,"[8.882388, 34.767208, 40.779662, 65.515163, 31.571061999999998, 41.311523, 35.939251, 46.114881, 60.08203400000001, 67.601306, 49.397346, 38.62659000000001, 30.829129000000002, 43.731459, 53.055227]","[0.0, 0.6476, 0.9217, 0.1958, 0.8805, 0.0534, 0.7345, 0.9069, 0.8126, 0.8622, 0.8622, 0.4926, 0.8217, 0.4939, 0.69, 0.4926]","[0.4404, 0.0, 0.0, 0.3818, -0.8161, 0.0485, 0.6478, 0.872, 0.9036, 0.2732, 0.1744, 0.8856, 0.4926, 0.6597, 0.9642]",0.6167625,0.39518,43.2136152666667,85.2288544200148,78.7538184436711,84.6734449989966,81.7992453795767
"94",93,256,1010,"human","yes",68,71,8,68,66,43,63,66,62,1,2,1,94,"",63,61,69,2,"",1,NA,3,NA,38,4,NA,70,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",58,111,"[6, 7, 4, 2, 4, 3, 1, 5, 5, 6, 5, 8, 7, 3, 1, 2, 8, 6, 3, 2, 1, 6, 6, 7, 1, 7, 4, 2, 2, 3, 5, 7, 4, 3, 1, 7, 4, 1, 7, 6, 1, 6, 8, 6, 6, 5, 6, 5, 6, 5, 2, 2, 5, 2, 2, 3, 7, 1]","[5, 23, 38, 29, 20, 23, 24, 30, 37, 32, 25, 22, 22, 30, 24, 28, 23, 32, 33, 26, 29, 20, 30, 28, 33, 7, 36, 36, 36, 26, 18, 31, 31, 29, 24, 24, 36, 8, 8, 16, 10, 6, 12, 36, 10, 30, 29, 35, 39, 29, 15, 7, 18, 9, 5, 15, 12, 11, 10, 9, 9, 6, 16, 3, 8, 5, 5, 9, 8, 6, 5, 6, 8, 4, 4, 13, 9, 6, 6, 4, 9, 9, 14, 14, 27, 22, 20, 5, 5, 18, 22, 47, 41, 13, 12, 7, 9, 36, 26, 26, 44, 6, 14, 8, 7, 25, 20, 9, 25, 34, 27]",4.31034482758621,19.0990990990991,1111,10941,"[18.126949, -7.950324, 2.5236540000000005, -13.686186, 8.626965000000002, -8.909181, 7.142581, -7.137016999999998, -2.882050999999999, 0.15135799999999833, -17.359817, -1.4371210000000012, -19.762145, -21.574112999999997, 16.454369000000003, -9.840654999999998, 3.1772310000000026, -8.490347, -16.5539, 21.380118, -4.48973, 1.628547000000001, 4.377999000000001, -8.452258999999998, 12.911143000000003, -8.978797, 4.921045000000001, 13.325641999999998, -3.3141859999999994, 17.92431, 38.905279, 14.900706999999999, 7.030995, 10.136578, -2.935542, 21.039461, -0.3287610000000001, 13.978015000000001, -5.3759179999999995, -1.8868509999999996, -5.363396, -8.37942, -8.605713, -2.5393969999999992, 1.7122849999999996, 13.667887, -9.255454999999998, -0.45699999999999896, -0.1670449999999999, 16.703787, -26.379832999999998, 3.28876, 13.236124, -10.65004, 90.595772, 164.818892]","[0.0, 0.8999, 0.8641, 0.9459, 0.8781, 0.8655, 0.8984, 0.7059, 0.9117, 0.8436, 0.8436, 0.9333, 0.9482, 0.9269, 0.9529, 0.872, 0.8779, 0.8436, 0.8436, 0.9412, 0.9577, 0.9333, 0.8475, 0.9297, 0.9567, -0.0772, 0.8357, 0.8357, 0.8357, 0.9387, 0.8718, 0.9508, 0.9712, 0.9577, 0.8824, 0.9284, 0.9576, 0.5574, 0.5574, 0.8588, 0.6588, 0.7345, 0.4588, 0.8357, 0.0, 0.931, 0.9272, 0.8357, 0.9229, 0.9272, 0.4019, 0.7783, 0.944, -0.296, -0.296, 0.5574, 0.3612, 0.2263, 0.2263, -0.296, -0.296, 0.1531, 0.0, 0.0, 0.0, 0.4753, 0.4753, 0.4215, 0.4753, 0.4215, 0.4215, 0.4215, 0.6997, 0.7003, 0.7003, 0.3612, 0.3612, 0.4199, 0.5411, 0.75, 0.8225, -0.4404, 0.7909, 0.743, 0.8557, -0.0572, 0.4295, 0.6369, 0.6369, 0.6343, 0.6962, 0.967, 0.967, 0.8622, 0.8016, 0.7959, 0.6588, 0.533, 0.8873, 0.5638, 0.5526, 0.8398, 0.8516, 0.7424, 0.7424, 0.9089, 0.829, 0.807, 0.8335, 0.9348, 0.9062]","[0.2023, 0.6249, 0.7845, 0.0, 0.7845, 0.0, 0.0, 0.4019, 0.6369, 0.8275, 0.6369, 0.3612, 0.0, 0.0, 0.4019, 0.3612, 0.4754, 0.7845, 0.0, 0.6249, 0.4215, 0.0, 0.4019, 0.0, 0.0, 0.4404, 0.0, 0.0, -0.0772, 0.0, 0.0, 0.0, 0.4215, 0.0, 0.0, 0.6124, 0.4767, 0.296, 0.4201, 0.7096, -0.296, 0.0, -0.0572, 0.4588, -0.0572, 0.0772, 0.6369, 0.6249, 0.6697, -0.3875, 0.0, 0.0, 0.7184, 0.0, 0.296, 0.0, 0.0, -0.296]",0.651876576576577,0.248610344827586,5.34900451785714,66.4097294290874,44.5111996318362,83.053159345102,62.4430771103346
"95",94,257,1110,"human","yes",100,100,8,14,87,99,50,88,50,1,2,1,95,"the answers were dead on. i know it was a bot but if i wasn't told that i would think it was a human.",100,100,100,2,"",2,NA,5,NA,35,1,NA,50,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",28,29,"[6, 5, 5, 7, 9, 8, 14, 8, 8, 4, 10, 3, 14, 7, 10, 21, 5, 9, 4, 10, 8, 3, 6, 6, 9, 6, 6, 4]","[5, 13, 8, 11, 6, 11, 18, 18, 2, 15, 11, 5, 6, 19, 10, 16, 19, 6, 30, 11, 19, 25, 2, 7, 31, 2, 7, 7, 4]",7.67857142857143,11.8620689655172,1058,1785,"[15.215333999999999, 16.940392, 13.653936999999999, 14.772356, 32.526983, 39.371576, 38.293846, 34.650483, 18.770855, 15.136225, 39.896330999999996, 12.644838, 44.231183, 22.017711, 17.004371, 49.776697, 15.728699999999998, 22.560854, 32.469033, 15.923307, 19.329079999999998, 15.207018999999999, 6.796891, 20.448076, 30.194691000000002, 8.535366000000002, 9.695906999999998, 10.353034000000001]","[0.0, 0.8745, -0.5267, 0.4939, 0.3802, -0.0772, 0.5647, 0.2069, 0.5093, 0.5574, 0.2732, 0.2942, 0.6696, 0.34, 0.296, 0.3923, -0.314, 0.6124, 0.6808, 0.802, 0.8402, 0.7783, 0.5093, 0.6249, 0.7783, 0.5093, 0.4753, 0.7777, 0.5411]","[0.296, -0.1779, -0.3412, 0.3818, -0.2057, 0.2382, 0.25, 0.8481, 0.0, 0.6705, 0.3632, 0.0, 0.2263, 0.4588, -0.2023, 0.25, 0.4019, 0.6486, 0.4404, 0.5362, 0.0, 0.7717, 0.4404, 0.0, 0.765, 0.4215, 0.0772, 0.6808]",0.44358275862069,0.294267857142857,22.5766098571429,70.219178859935,70.1569996417824,86.7015360134374,75.1826569159539
"96",95,258,1210,"human","yes",95,98,6,14,79,84,6,3,50,1,2,1,96,"The responses were so natural and specific.",29,25,14,2,"",1,NA,1,NA,25,4,NA,84,1,1,2.94591014905531,"Anonymized","Anonymized","Anonymized",17,18,"[7, 11, 7, 4, 4, 17, 20, 12, 13, 6, 3, 18, 6, 5, 3, 13, 7]","[5, 15, 17, 21, 22, 22, 23, 29, 16, 34, 10, 8, 28, 15, 4, 32, 32, 10]",9.17647058823529,19.0555555555556,831,1754,"[26.297043, 34.654268, 30.015480999999998, 35.21387, 17.735037000000002, 55.094218999999995, 50.97124000000001, 36.788034, 36.433596, 34.914570000000005, 13.774925, 41.243084, 44.733824999999996, 58.557485, 59.814128000000004, 55.136534999999995, 23.309867999999998]","[0.0, 0.7761, 0.8316, 0.8316, 0.911, 0.8499, 0.9042, 0.9412, 0.5984, 0.9677, 0.0, 0.4019, 0.8934, 0.6114, 0.0, 0.9081, 0.3638, 0.7783]","[0.2263, 0.8025, -0.0258, 0.0, 0.0, 0.6124, 0.8316, -0.0772, 0.7806, 0.5859, 0.0, 0.7906, 0.4215, 0.5859, 0.0, -0.296, 0.6908]",0.6427,0.348770588235294,38.5110122352941,69.780254213132,62.1329436863626,84.2009204127402,89.321622543384
"97",96,259,1410,"human","yes",94,31,1,36,81,71,77,88,19,1,2,1,97,"Refreshing and friendly.",71,60,36,2,"",1,NA,1,NA,26,4,NA,33,1,1,1.69314718055995,"Anonymized","Anonymized","Anonymized",20,21,"[1, 3, 3, 6, 7, 5, 7, 5, 14, 6, 5, 7, 7, 4, 6, 8, 6, 6, 10, 2]","[5, 13, 6, 17, 6, 12, 12, 15, 30, 14, 11, 13, 7, 3, 21, 5, 15, 8, 14, 1, 1]",5.9,10.9047619047619,594,1174,"[6.293063, 40.133313, 27.820006, 18.204728, 30.832156999999995, 17.435827, 26.026816999999998, 51.890317, 77.292943, 26.342304, 25.191786, 48.03136, 47.484241, 9.208587000000001, 24.839191999999997, 19.786991, 34.234087, 35.949501000000005, 44.458271, 19.120071999999997]","[0.0, 0.7574, 0.6588, 0.3182, 0.0, 0.0, 0.7506, 0.0, 0.8622, 0.4926, 0.7506, 0.875, 0.0, 0.4019, 0.7572, 0.4926, 0.4215, 0.8622, 0.8356, 0.4926, 0.4926]","[0.2023, 0.0, 0.0, 0.4404, 0.0, 0.0, 0.4404, 0.5994, 0.4588, 0.0, 0.0, 0.296, 0.0, 0.0, 0.7089, 0.0, 0.4404, -0.1027, 0.8122, 0.0]",0.486742857142857,0.214805,31.52877815,60.7655862505399,61.9065768075323,84.6272964768258,80.1013117599172
"98",97,260,1610,"human","yes",100,30,5,0,100,0,0,0,100,1,2,1,98,"She responded to everything I said accurately ",0,0,0,2,"",1,NA,3,NA,25,1,NA,100,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",15,16,"[5, 14, 13, 30, 15, 25, 27, 29, 22, 20, 26, 20, 4, 17, 5]","[5, 15, 27, 26, 26, 25, 32, 37, 33, 29, 27, 18, 28, 16, 25, 28]",18.1333333333333,24.8125,1457,2081,"[7.816511, 20.242644, 30.271779, 59.020693, 39.05457, 64.456382, 34.564959, 39.638831999999994, 40.459737000000004, 124.55413199999998, 48.330856, 32.315022000000006, 25.786486999999997, 39.210979, 15.593046999999999]","[0.0, 0.6476, 0.4199, 0.9117, 0.9366, 0.836, 0.915, 0.8154, 0.6099, 0.4512, 0.3612, -0.1007, 0.8906, 0.9201, 0.92, 0.743]","[-0.5096, 0.4404, 0.4019, 0.7964, 0.4019, 0.2006, -0.34, -0.4215, 0.3376, 0.0, 0.5859, 0.7351, 0.4404, 0.4562, 0.3612]",0.64234375,0.2591,41.4211086666667,84.391190630115,76.8267423145315,80.3665760053546,90.1717437201405
"99",98,261,2010,"human","yes",90,86,8,20,88,90,20,20,100,1,2,1,99,"I thought this way because the person seem to be responsive to my question and most of their replies seem to be spontaneous and relevant to our conversation. It was also mentioned in the study that I would be interacting with a human.",22,21,20,2,"",2,NA,4,NA,35,4,NA,90,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",12,13,"[15, 17, 27, 12, 18, 26, 20, 31, 14, 12, 19, 17]","[5, 18, 22, 33, 10, 13, 18, 8, 20, 13, 11, 13, 8]",19,14.7692307692308,1159,1006,"[40.532183, 70.398582, 70.109946, 65.70030200000001, 45.778452, 123.11919300000001, 67.242514, 84.87225500000001, 41.715529, 44.856396000000004, 41.524676, 48.354062000000006]","[0.0, 0.807, 0.5994, 0.9134, 0.8716, 0.7712, 0.8885, 0.883, 0.7644, 0.7263, 0.8775, 0.8402, -0.128]","[0.4854, 0.7339, 0.902, 0.6933, 0.8047, 0.9212, 0.9347, 0.4588, 0.8007, 0.5399, 0.6239, 0.3612]",0.678038461538461,0.688308333333333,62.0170075,79.8182100409456,81.4415617976504,93.4614216830439,93.8446870032012
"100",99,262,2110,"human","yes",99,27,5,95,91,87,100,90,91,1,2,1,100,"its real human ,friendly ,easy to intract",100,86,86,2,"",2,NA,3,NA,35,5,NA,100,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",11,12,"[2, 7, 7, 6, 3, 8, 6, 5, 6, 5, 5]","[5, 9, 10, 28, 13, 34, 14, 13, 13, 13, 14, 7]",5.45454545454545,14.4166666666667,303,836,"[26.30556, 33.936395000000005, 95.252559, 41.153656999999995, 80.347187, 73.48235199999999, 119.68128899999999, 20.155794, 110.072768, 123.472347, 30.546167000000004]","[0.0, 0.5423, 0.807, 0.4939, 0.9151, 0.9042, 0.7263, 0.8858, 0.7345, 0.8885, 0.8655, 0.4926]","[0.2023, 0.7096, 0.6597, 0.8807, 0.0, 0.4767, 0.0, 0.7783, 0.0, 0.5106, 0.7845]",0.687975,0.454763636363636,68.5823704545455,63.2096414676299,54.5891855756759,86.9900342421107,64.0968942528872
"101",100,263,241,"human","yes",100,91,10,0,100,100,100,100,98,1,2,1,101,"The real-time solutions and quick response time that a chatbot integrates are better. Even with high volume of customer queries, chatbots can offer the required solutions in no time. Being available at all times is a definite strength of chatbots over humans",100,100,100,2,"",1,NA,3,NA,60,3,NA,100,1,1,3.39789527279837,"Anonymized","Anonymized","Anonymized",17,18,"[2, 6, 4, 7, 3, 7, 2, 3, 2, 1, 1, 1, 3, 1, 2, 1, 5]","[5, 25, 28, 16, 14, 12, 13, 23, 44, 23, 29, 22, 17, 10, 21, 17, 17, 17]",3,19.6111111111111,255,1933,"[25.498122, 37.37153, 36.260490000000004, 30.672205999999996, 45.551916, 13.232442000000002, 45.480136, 37.542516000000006, 35.456086, 42.308313000000005, 28.891079000000005, 30.809343000000002, 59.472601, 29.465715000000003, 19.556759, 18.268259, 79.289193]","[0.0, 0.9114, 0.9041, 0.5994, 0.8122, 0.8172, 0.8883, 0.6757, 0.969, 0.8945, 0.9342, 0.9451, 0.9172, 0.8011, 0.9419, 0.9172, 0.9172, 0.9172]","[0.2023, 0.8271, 0.0, 0.3612, 0.0, 0.0, 0.0, 0.0, 0.8271, 0.6249, 0.4019, 0.5994, 0.4404, 0.0, 0.2023, 0.0, 0.4404]",0.820161111111111,0.289823529411765,36.1839238823529,44.7095213643282,27.0958370434718,81.1523574969742,47.232561207793
"102",101,264,271,"human","yes",50,15,0,55,36,24,21,20,97,1,2,1,102,"The conversation didn't seem too stilted as I would expect with a chatbot.",74,73,53,2,"",2,NA,3,NA,44,4,NA,12,1,1,1,"Anonymized","Anonymized","Anonymized",7,8,"[8, 38, 25, 15, 37, 17, 7]","[5, 30, 38, 27, 21, 21, 27, 2]",21,21.375,735,855,"[18.65243, 86.414673, 146.851296, 39.89106700000001, 148.492481, 259.48891, 33.369564]","[0.0, 0.8295, 0.9413, 0.9115, 0.7684, 0.9312, 0.9719, 0.5411]","[0.7269, 0.8843, 0.7114, 0.2095, 0.784, 0.4939, 0.6588]",0.7368625,0.6384,104.737203,84.1479639898078,73.9674188490422,90.7965764470012,82.3724759228626
"103",102,265,281,"human","yes",87,67,5,51,68,69,72,65,50,1,2,1,103,"It is very excellent.",77,71,71,2,"",2,NA,1,NA,40,5,NA,84,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",24,25,"[1, 1, 1, 2, 24, 3, 1, 1, 2, 1, 3, 2, 2, 4, 3, 2, 1, 4, 1, 4, 3, 2, 4, 4]","[5, 3, 6, 4, 10, 7, 16, 10, 11, 2, 2, 2, 9, 2, 5, 10, 9, 11, 7, 17, 12, 13, 2, 5, 2]",3.16666666666667,7.28,433,957,"[10.354981, 7.434977000000001, 15.214203, 15.964827999999999, 32.701308, 24.657443, 14.500005, 23.991697, 58.768927, 21.074553, 16.331559000000002, 92.590332, 38.684049, 17.299514000000002, 12.446831, 10.946173000000002, 2.964651000000001, 27.504675, 10.194133, 32.927842, 45.84428, 13.016532999999999, 171.43941, 55.582989]","[0.0, 0.0, 0.4019, 0.0, 0.4019, 0.4576, 0.4939, 0.4696, 0.4574, 0.5411, 0.4199, 0.4588, 0.6588, 0.0, 0.0, 0.8775, 0.0, 0.4588, 0.0, 0.7717, 0.8516, 0.7177, 0.5411, 0.6892, 0.4588]","[0.0, 0.2023, 0.4019, 0.0, 0.3612, 0.0, 0.296, 0.0, 0.4019, 0.4588, 0.0, 0.0, 0.5994, 0.0, 0.5994, 0.5719, 0.0, 0.0, 0.6249, 0.8934, 0.0, 0.3612, 0.69, 0.3612]",0.405092,0.2843125,32.184828875,28.7055262327216,50.3702468340626,89.9028803568872,65.9084521436488
"104",103,266,291,"human","yes",100,100,5,64,86,86,85,90,92,1,2,1,104,"I felt I am talking with a human.",92,10,9,2,"",2,NA,3,NA,46,4,NA,87,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",13,14,"[5, 2, 4, 12, 3, 7, 1, 5, 7, 5, 2, 3, 1]","[5, 8, 11, 17, 19, 11, 11, 13, 20, 5, 2, 12, 3, 1]",4.38461538461539,9.85714285714286,278,740,"[18.357314, 13.984988999999999, 30.396895999999998, 70.061069, 27.708212000000003, 45.646699999999996, 79.54794100000001, 28.529058000000003, 42.725817, 32.231078, 48.912690999999995, 19.322978, 10.779285999999999]","[0.0, 0.5983, 0.6588, 0.7717, 0.8658, 0.7845, 0.68, 0.8955, 0.8805, 0.6892, 0.0, 0.855, 0.4738, 0.0]","[0.0, 0.4404, -0.2411, 0.0, 0.8478, 0.5994, 0.0, 0.5859, 0.765, 0.6588, 0.4926, 0.0, 0.296]",0.582364285714286,0.341907692307692,36.0156945384615,57.5043045966005,60.6279600516758,85.2129760275649,56.2031148294532
"105",104,267,401,"human","yes",72,20,8,24,91,31,25,10,100,1,2,1,105,"They just knew everything I was talking about. They had fast responses to what I said.",0,0,0,2,"",1,NA,3,NA,52,3,NA,79,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",17,18,"[5, 5, 9, 10, 7, 7, 9, 7, 11, 13, 2, 18, 20, 17, 16, 14, 28]","[5, 19, 6, 12, 13, 7, 11, 12, 10, 20, 15, 22, 18, 23, 15, 16, 29, 12]",11.6470588235294,14.7222222222222,1005,1349,"[11.528318, 26.670316, 31.949250999999997, 28.080918999999998, 22.807296, 38.751006, 67.42287200000001, 16.791992, 29.806828000000003, 39.491637, 13.299990999999999, 67.40484099999999, 67.31893000000001, 56.33289500000001, 55.356936000000005, 41.967513, 96.41850500000001]","[0.0, 0.8975, 0.0, 0.7356, 0.1511, 0.6588, 0.4329, 0.8439, 0.6588, 0.8381, 0.4574, 0.8827, 0.0, 0.5994, 0.0, 0.3818, 0.6059, 0.0243]","[0.2023, 0.6369, 0.0, 0.0772, 0.0, 0.0, 0.34, 0.4019, 0.6369, 0.4019, 0.4754, -0.3919, 0.6705, 0.4939, 0.3716, 0.4019, 0.7935]",0.453788888888889,0.324235294117647,41.8470615294118,75.7791575059381,79.8404461844225,86.7848196792257,82.6703696453755
"106",105,268,431,"human","yes",45,30,3,65,65,50,20,8,87,1,2,1,106,"The responses were very on point to the subject, and I was even asked questions",1,9,1,2,"",2,NA,3,NA,37,4,NA,65,1,1,2.38629436111989,"Anonymized","Anonymized","Anonymized",35,36,"[7, 8, 5, 28, 28, 39, 5, 16, 8, 2, 16, 3, 2, 10, 4, 4, 11, 6, 4, 1, 2, 15, 2, 3, 4, 8, 5, 14, 4, 1, 7, 3, 12, 4, 4]","[5, 20, 34, 20, 29, 23, 14, 19, 26, 29, 12, 23, 21, 10, 12, 24, 4, 16, 21, 5, 17, 8, 18, 8, 8, 14, 9, 25, 22, 10, 12, 16, 17, 13, 4, 2]",8.42857142857143,15.8333333333333,1514,3022,"[12.385573, 8.436861, -2.995051, 30.480763000000003, 79.30097800000001, 87.46003300000001, 31.607004000000003, 61.48050200000001, 66.20611500000001, 30.349867000000003, 28.437963999999997, 52.62463100000001, 25.340744, 10.943833999999999, 23.142018, 21.058429000000004, 13.691434, 18.908219000000003, 18.714349, -1.301276, 5.2337620000000005, 19.927211, 26.751487000000004, 17.750042999999998, 6.651116000000001, 19.444311, 13.547949000000003, 44.923801, 18.569718, 27.572184, 9.604978, -7.050393, 13.914791000000001, 22.44501, 6.847991]","[0.0, 0.8886, 0.9396, -0.2912, 0.8885, 0.8897, 0.8588, 0.8481, 0.8765, 0.6697, 0.6705, 0.3802, 0.7485, 0.6705, 0.0, 0.9365, 0.784, 0.6486, 0.8873, 0.4574, -0.1991, 0.4588, 0.9344, 0.4574, 0.8395, 0.6652, 0.54, 0.7964, 0.802, 0.4926, 0.6369, 0.784, 0.7572, 0.784, 0.4926, 0.0]","[0.3595, 0.9128, 0.0, 0.7476, 0.911, 0.5859, 0.4588, 0.7184, 0.4939, 0.0, 0.7876, 0.0, 0.0, 0.4588, 0.4588, 0.6588, 0.3612, 0.0, 0.4019, 0.0, 0.5244, 0.6369, 0.6249, 0.0, 0.4588, 0.3612, 0.0, 0.6249, 0.3612, 0.3802, 0.0, 0.0, 0.7506, 0.4574, 0.6249]",0.610936111111111,0.40344,24.6401985714286,66.9336827095457,55.9046975342476,86.6567476093124,74.9061031632633
"107",106,269,441,"human","yes",94,75,5,5,93,64,1,0,22,1,2,1,107,"They responded with thought out answers and made me feel like they cared about what we were talking and about what I was saying. They always had answer and kept the conversation going and there was no awkward silence.",40,74,39,2,"",2,NA,3,NA,35,4,NA,88,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",18,19,"[8, 21, 16, 7, 29, 33, 28, 16, 40, 18, 7, 12, 41, 15, 19, 24, 10, 2]","[5, 24, 23, 25, 9, 37, 14, 10, 15, 14, 18, 27, 25, 13, 27, 8, 25, 18, 2]",19.2222222222222,17.8421052631579,1661,1733,"[18.420321, 33.283523, 33.032556, -6.929, 60.271004, 84.89831699999999, 53.286185, 26.430504999999997, 81.525594, 15.942728999999998, 20.663104000000004, 7.474283, 73.776121, 28.621494000000002, 45.426911000000004, 48.541789, 26.237924999999997, 22.390102000000006]","[0.0, 0.933, 0.8834, 0.8932, 0.8122, 0.9545, 0.6893, -0.296, 0.8107, 0.933, 0.8099, 0.8932, 0.7396, 0.9184, 0.9403, 0.4019, 0.75, 0.8976, 0.5411]","[0.4404, 0.7096, 0.9001, 0.3182, 0.7184, 0.9449, 0.7615, 0.4019, 0.4215, 0.4215, 0.6369, 0.0772, 0.4215, 0.4215, 0.9042, 0.6705, 0.4404, 0.0]",0.710805263157895,0.5339,37.4051923888889,76.9690317856832,70.714436428297,87.1920324220463,88.2048248917658
"108",107,270,451,"human","yes",100,75,7.5,0,85,90,0,0,75,1,2,1,108,"I feel like the answers to my questions were to insightful to be a chatbot. It seemed like they were interested in what I had to say and wanted to hear my answers. I think they may have been following a loose script, but still human.",25,20,10,2,"",1,NA,3,NA,32,1,NA,30,1,1,3.14006616349627,"Anonymized","Anonymized","Anonymized",12,13,"[7, 25, 12, 9, 38, 36, 5, 9, 33, 8, 37, 31]","[5, 27, 14, 20, 36, 27, 33, 17, 13, 13, 45, 25, 37]",20.8333333333333,24,1298,1701,"[14.734444, 62.20603299999999, 24.611048000000004, 2.0713609999999996, 65.147908, 129.335156, 148.09619099999998, 7.979725999999999, 50.573964000000004, 37.823733000000004, 63.974091, 91.247624]","[0.0, 0.7684, 0.8122, 0.8427, 0.9214, 0.651, 0.8655, 0.2942, -0.1779, 0.807, 0.7013, 0.8591, 0.9381]","[0.4404, 0.2609, 0.8591, 0.3832, 0.9133, 0.7994, 0.0, 0.0, 0.9449, 0.0, 0.8625, 0.25]",0.637153846153846,0.476141666666667,58.1501065833333,82.056680597607,71.0126244916749,86.6977012988811,89.385209702582
"109",108,271,491,"human","yes",81,70,7,65,76,61,37,6,82,1,2,1,109," That's replied my chat.",11,20,10,2,"",2,NA,3,NA,41,5,NA,83,1,1,3.07944154167984,"Anonymized","Anonymized","Anonymized",6,7,"[1, 6, 3, 7, 4, 9]","[5, 6, 12, 10, 9, 10, 17]",5,9.85714285714286,142,347,"[27.665445, 84.861654, 42.234691, 86.18861, 177.336655, 107.565718]","[0.0, 0.0, 0.8436, 0.8436, 0.4199, 0.8588, -0.0516]","[0.2023, 0.0, 0.2023, 0.7841, 0.0, 0.4019]",0.416328571428571,0.2651,87.6421288333333,59.4911762263587,58.6722577531401,84.6787619580598,58.710582056699
